"Name","Commuting"
"Description","The share of individuals who worked in the last week (excluding those who work at home), by the reported time it usually takes to get from home to work."
"Source Notes","U.S. Census Bureau, American Community Survey 1-Year Estimates, Table B08012 (2012-2019, 2021); retrieved from <a href=""https://data.census.gov/"" target=""_blank"">https://data.census.gov/</a>."
"Notes","Please note, we do not report 2020 American Community Survey 1-year estimates. Due to disruptions and biases in data collection during 2020, the Census Bureau released the &ldquo;experimental&rdquo; 1-year estimates for 2020 and advises against comparing against estimates from prior or future years."

Location,Travel Time,TimeFrame,DataFormat,Data,Fips
Battery Park/Tribeca,Under 30 minutes,2012,Percent,0.6429,101
Greenwich Village,Under 30 minutes,2012,Percent,0.6429,102
Lower East Side,Under 30 minutes,2012,Percent,0.44275,103
Chelsea/Clinton,Under 30 minutes,2012,Percent,0.66503,104
Midtown Business District,Under 30 minutes,2012,Percent,0.66503,105
Murray Hill/Stuyvesant,Under 30 minutes,2012,Percent,0.59842,106
Upper West Side,Under 30 minutes,2012,Percent,0.45796,107
Upper East Side,Under 30 minutes,2012,Percent,0.43841,108
Manhattanville,Under 30 minutes,2012,Percent,0.34886,109
Central Harlem,Under 30 minutes,2012,Percent,0.28845,110
East Harlem,Under 30 minutes,2012,Percent,0.34176,111
Washington Heights,Under 30 minutes,2012,Percent,0.2928,112
Mott Haven,Under 30 minutes,2012,Percent,0.3021,201
Hunts Point,Under 30 minutes,2012,Percent,0.3021,202
Morrisania,Under 30 minutes,2012,Percent,0.25693,203
Concourse/Highbridge,Under 30 minutes,2012,Percent,0.27434,204
University Heights,Under 30 minutes,2012,Percent,0.26625,205
East Tremont,Under 30 minutes,2012,Percent,0.25693,206
Bedford Park,Under 30 minutes,2012,Percent,0.28013,207
Riverdale,Under 30 minutes,2012,Percent,0.29675,208
Unionport/Soundview,Under 30 minutes,2012,Percent,0.21424,209
Throgs Neck,Under 30 minutes,2012,Percent,0.31189,210
Pelham Parkway,Under 30 minutes,2012,Percent,0.34825,211
Williamsbridge,Under 30 minutes,2012,Percent,0.25831,212
Williamsburg/Greenpoint,Under 30 minutes,2012,Percent,0.37612,301
Fort Greene/Brooklyn Hts,Under 30 minutes,2012,Percent,0.30961,302
Bedford Stuyvesant,Under 30 minutes,2012,Percent,0.24708,303
Bushwick,Under 30 minutes,2012,Percent,0.24511,304
East New York,Under 30 minutes,2012,Percent,0.1656,305
Park Slope,Under 30 minutes,2012,Percent,0.26334,306
Sunset Park,Under 30 minutes,2012,Percent,0.26859,307
Crown Heights North,Under 30 minutes,2012,Percent,0.22848,308
Crown Heights South,Under 30 minutes,2012,Percent,0.24343,309
Bay Ridge,Under 30 minutes,2012,Percent,0.28073,310
Bensonhurst,Under 30 minutes,2012,Percent,0.24632,311
Borough Park,Under 30 minutes,2012,Percent,0.39026,312
Coney Island,Under 30 minutes,2012,Percent,0.28453,313
Flatbush/Midwood,Under 30 minutes,2012,Percent,0.28739,314
Sheepshead Bay,Under 30 minutes,2012,Percent,0.28556,315
Brownsville,Under 30 minutes,2012,Percent,0.21982,316
East Flatbush,Under 30 minutes,2012,Percent,0.26153,317
Canarsie,Under 30 minutes,2012,Percent,0.26352,318
Astoria,Under 30 minutes,2012,Percent,0.25622,401
Sunnyside/Woodside,Under 30 minutes,2012,Percent,0.26829,402
Jackson Heights,Under 30 minutes,2012,Percent,0.27109,403
Elmhurst/Corona,Under 30 minutes,2012,Percent,0.25115,404
Ridgewood/Glendale,Under 30 minutes,2012,Percent,0.22133,405
Rego Park/Forest Hills,Under 30 minutes,2012,Percent,0.22458,406
Flushing,Under 30 minutes,2012,Percent,0.36087,407
Fresh Meadows/Briarwood,Under 30 minutes,2012,Percent,0.28237,408
Woodhaven,Under 30 minutes,2012,Percent,0.21664,409
Howard Beach,Under 30 minutes,2012,Percent,0.29683,410
Bayside,Under 30 minutes,2012,Percent,0.3692,411
Jamaica/St. Albans,Under 30 minutes,2012,Percent,0.22321,412
Queens Village,Under 30 minutes,2012,Percent,0.29445,413
The Rockaways,Under 30 minutes,2012,Percent,0.37008,414
St. George,Under 30 minutes,2012,Percent,0.40099,501
South Beach,Under 30 minutes,2012,Percent,0.39028,502
Tottenville,Under 30 minutes,2012,Percent,0.41244,503
Bronx,Under 30 minutes,2012,Percent,0.27857,36005
Brooklyn,Under 30 minutes,2012,Percent,0.27298,36047
Manhattan,Under 30 minutes,2012,Percent,0.46504,36061
Queens,Under 30 minutes,2012,Percent,0.27747,36081
Staten Island,Under 30 minutes,2012,Percent,0.4019,36085
New York City,Under 30 minutes,2012,Percent,0.32425,3651000
Battery Park/Tribeca,An hour or more,2012,Percent,0.05566,101
Greenwich Village,An hour or more,2012,Percent,0.05566,102
Lower East Side,An hour or more,2012,Percent,0.11627,103
Chelsea/Clinton,An hour or more,2012,Percent,0.05536,104
Midtown Business District,An hour or more,2012,Percent,0.05536,105
Murray Hill/Stuyvesant,An hour or more,2012,Percent,0.0827,106
Upper West Side,An hour or more,2012,Percent,0.06982,107
Upper East Side,An hour or more,2012,Percent,0.08554,108
Manhattanville,An hour or more,2012,Percent,0.11444,109
Central Harlem,An hour or more,2012,Percent,0.17665,110
East Harlem,An hour or more,2012,Percent,0.12238,111
Washington Heights,An hour or more,2012,Percent,0.21282,112
Mott Haven,An hour or more,2012,Percent,0.27592,201
Hunts Point,An hour or more,2012,Percent,0.27592,202
Morrisania,An hour or more,2012,Percent,0.31098,203
Concourse/Highbridge,An hour or more,2012,Percent,0.24829,204
University Heights,An hour or more,2012,Percent,0.30112,205
East Tremont,An hour or more,2012,Percent,0.31098,206
Bedford Park,An hour or more,2012,Percent,0.30121,207
Riverdale,An hour or more,2012,Percent,0.31905,208
Unionport/Soundview,An hour or more,2012,Percent,0.35533,209
Throgs Neck,An hour or more,2012,Percent,0.37839,210
Pelham Parkway,An hour or more,2012,Percent,0.29924,211
Williamsbridge,An hour or more,2012,Percent,0.35881,212
Williamsburg/Greenpoint,An hour or more,2012,Percent,0.07369,301
Fort Greene/Brooklyn Hts,An hour or more,2012,Percent,0.12345,302
Bedford Stuyvesant,An hour or more,2012,Percent,0.28161,303
Bushwick,An hour or more,2012,Percent,0.19677,304
East New York,An hour or more,2012,Percent,0.25336,305
Park Slope,An hour or more,2012,Percent,0.13147,306
Sunset Park,An hour or more,2012,Percent,0.25614,307
Crown Heights North,An hour or more,2012,Percent,0.23802,308
Crown Heights South,An hour or more,2012,Percent,0.26779,309
Bay Ridge,An hour or more,2012,Percent,0.34681,310
Bensonhurst,An hour or more,2012,Percent,0.36574,311
Borough Park,An hour or more,2012,Percent,0.21248,312
Coney Island,An hour or more,2012,Percent,0.38001,313
Flatbush/Midwood,An hour or more,2012,Percent,0.24074,314
Sheepshead Bay,An hour or more,2012,Percent,0.36046,315
Brownsville,An hour or more,2012,Percent,0.34065,316
East Flatbush,An hour or more,2012,Percent,0.29993,317
Canarsie,An hour or more,2012,Percent,0.36356,318
Astoria,An hour or more,2012,Percent,0.14144,401
Sunnyside/Woodside,An hour or more,2012,Percent,0.16416,402
Jackson Heights,An hour or more,2012,Percent,0.23195,403
Elmhurst/Corona,An hour or more,2012,Percent,0.23121,404
Ridgewood/Glendale,An hour or more,2012,Percent,0.16331,405
Rego Park/Forest Hills,An hour or more,2012,Percent,0.25923,406
Flushing,An hour or more,2012,Percent,0.28217,407
Fresh Meadows/Briarwood,An hour or more,2012,Percent,0.33902,408
Woodhaven,An hour or more,2012,Percent,0.36617,409
Howard Beach,An hour or more,2012,Percent,0.35818,410
Bayside,An hour or more,2012,Percent,0.2475,411
Jamaica/St. Albans,An hour or more,2012,Percent,0.39304,412
Queens Village,An hour or more,2012,Percent,0.36098,413
The Rockaways,An hour or more,2012,Percent,0.32431,414
St. George,An hour or more,2012,Percent,0.31141,501
South Beach,An hour or more,2012,Percent,0.31525,502
Tottenville,An hour or more,2012,Percent,0.30599,503
Bronx,An hour or more,2012,Percent,0.31762,36005
Brooklyn,An hour or more,2012,Percent,0.26114,36047
Manhattan,An hour or more,2012,Percent,0.10517,36061
Queens,An hour or more,2012,Percent,0.27654,36081
Staten Island,An hour or more,2012,Percent,0.31063,36085
New York City,An hour or more,2012,Percent,0.24227,3651000
Battery Park/Tribeca,30 to 59 minutes,2012,Percent,0.30144,101
Greenwich Village,30 to 59 minutes,2012,Percent,0.30144,102
Lower East Side,30 to 59 minutes,2012,Percent,0.44099,103
Chelsea/Clinton,30 to 59 minutes,2012,Percent,0.27961,104
Midtown Business District,30 to 59 minutes,2012,Percent,0.27961,105
Murray Hill/Stuyvesant,30 to 59 minutes,2012,Percent,0.31888,106
Upper West Side,30 to 59 minutes,2012,Percent,0.47221,107
Upper East Side,30 to 59 minutes,2012,Percent,0.47605,108
Manhattanville,30 to 59 minutes,2012,Percent,0.53669,109
Central Harlem,30 to 59 minutes,2012,Percent,0.5349,110
East Harlem,30 to 59 minutes,2012,Percent,0.53586,111
Washington Heights,30 to 59 minutes,2012,Percent,0.49438,112
Mott Haven,30 to 59 minutes,2012,Percent,0.42198,201
Hunts Point,30 to 59 minutes,2012,Percent,0.42198,202
Morrisania,30 to 59 minutes,2012,Percent,0.43209,203
Concourse/Highbridge,30 to 59 minutes,2012,Percent,0.47737,204
University Heights,30 to 59 minutes,2012,Percent,0.43263,205
East Tremont,30 to 59 minutes,2012,Percent,0.43209,206
Bedford Park,30 to 59 minutes,2012,Percent,0.41865,207
Riverdale,30 to 59 minutes,2012,Percent,0.3842,208
Unionport/Soundview,30 to 59 minutes,2012,Percent,0.43042,209
Throgs Neck,30 to 59 minutes,2012,Percent,0.30972,210
Pelham Parkway,30 to 59 minutes,2012,Percent,0.35251,211
Williamsbridge,30 to 59 minutes,2012,Percent,0.38288,212
Williamsburg/Greenpoint,30 to 59 minutes,2012,Percent,0.55019,301
Fort Greene/Brooklyn Hts,30 to 59 minutes,2012,Percent,0.56694,302
Bedford Stuyvesant,30 to 59 minutes,2012,Percent,0.47132,303
Bushwick,30 to 59 minutes,2012,Percent,0.55812,304
East New York,30 to 59 minutes,2012,Percent,0.58105,305
Park Slope,30 to 59 minutes,2012,Percent,0.60519,306
Sunset Park,30 to 59 minutes,2012,Percent,0.47528,307
Crown Heights North,30 to 59 minutes,2012,Percent,0.53349,308
Crown Heights South,30 to 59 minutes,2012,Percent,0.48877,309
Bay Ridge,30 to 59 minutes,2012,Percent,0.37246,310
Bensonhurst,30 to 59 minutes,2012,Percent,0.38794,311
Borough Park,30 to 59 minutes,2012,Percent,0.39726,312
Coney Island,30 to 59 minutes,2012,Percent,0.33546,313
Flatbush/Midwood,30 to 59 minutes,2012,Percent,0.47187,314
Sheepshead Bay,30 to 59 minutes,2012,Percent,0.35398,315
Brownsville,30 to 59 minutes,2012,Percent,0.43953,316
East Flatbush,30 to 59 minutes,2012,Percent,0.43854,317
Canarsie,30 to 59 minutes,2012,Percent,0.37292,318
Astoria,30 to 59 minutes,2012,Percent,0.60234,401
Sunnyside/Woodside,30 to 59 minutes,2012,Percent,0.56756,402
Jackson Heights,30 to 59 minutes,2012,Percent,0.49696,403
Elmhurst/Corona,30 to 59 minutes,2012,Percent,0.51764,404
Ridgewood/Glendale,30 to 59 minutes,2012,Percent,0.61536,405
Rego Park/Forest Hills,30 to 59 minutes,2012,Percent,0.51619,406
Flushing,30 to 59 minutes,2012,Percent,0.35697,407
Fresh Meadows/Briarwood,30 to 59 minutes,2012,Percent,0.37861,408
Woodhaven,30 to 59 minutes,2012,Percent,0.41719,409
Howard Beach,30 to 59 minutes,2012,Percent,0.34499,410
Bayside,30 to 59 minutes,2012,Percent,0.3833,411
Jamaica/St. Albans,30 to 59 minutes,2012,Percent,0.38375,412
Queens Village,30 to 59 minutes,2012,Percent,0.34457,413
The Rockaways,30 to 59 minutes,2012,Percent,0.30561,414
St. George,30 to 59 minutes,2012,Percent,0.2876,501
South Beach,30 to 59 minutes,2012,Percent,0.29447,502
Tottenville,30 to 59 minutes,2012,Percent,0.28157,503
Bronx,30 to 59 minutes,2012,Percent,0.40381,36005
Brooklyn,30 to 59 minutes,2012,Percent,0.46588,36047
Manhattan,30 to 59 minutes,2012,Percent,0.42979,36061
Queens,30 to 59 minutes,2012,Percent,0.44598,36081
Staten Island,30 to 59 minutes,2012,Percent,0.28747,36085
New York City,30 to 59 minutes,2012,Percent,0.43348,3651000
Battery Park/Tribeca,Under 30 minutes,2013,Percent,0.65019,101
Greenwich Village,Under 30 minutes,2013,Percent,0.65019,102
Lower East Side,Under 30 minutes,2013,Percent,0.49909,103
Chelsea/Clinton,Under 30 minutes,2013,Percent,0.64246,104
Midtown Business District,Under 30 minutes,2013,Percent,0.64246,105
Murray Hill/Stuyvesant,Under 30 minutes,2013,Percent,0.56864,106
Upper West Side,Under 30 minutes,2013,Percent,0.39992,107
Upper East Side,Under 30 minutes,2013,Percent,0.4475,108
Manhattanville,Under 30 minutes,2013,Percent,0.32185,109
Central Harlem,Under 30 minutes,2013,Percent,0.32839,110
East Harlem,Under 30 minutes,2013,Percent,0.31837,111
Washington Heights,Under 30 minutes,2013,Percent,0.26433,112
Mott Haven,Under 30 minutes,2013,Percent,0.23925,201
Hunts Point,Under 30 minutes,2013,Percent,0.23925,202
Morrisania,Under 30 minutes,2013,Percent,0.30599,203
Concourse/Highbridge,Under 30 minutes,2013,Percent,0.27644,204
University Heights,Under 30 minutes,2013,Percent,0.26396,205
East Tremont,Under 30 minutes,2013,Percent,0.30599,206
Bedford Park,Under 30 minutes,2013,Percent,0.26938,207
Riverdale,Under 30 minutes,2013,Percent,0.26602,208
Unionport/Soundview,Under 30 minutes,2013,Percent,0.2967,209
Throgs Neck,Under 30 minutes,2013,Percent,0.37745,210
Pelham Parkway,Under 30 minutes,2013,Percent,0.33631,211
Williamsbridge,Under 30 minutes,2013,Percent,0.29383,212
Williamsburg/Greenpoint,Under 30 minutes,2013,Percent,0.31231,301
Fort Greene/Brooklyn Hts,Under 30 minutes,2013,Percent,0.33809,302
Bedford Stuyvesant,Under 30 minutes,2013,Percent,0.27572,303
Bushwick,Under 30 minutes,2013,Percent,0.18697,304
East New York,Under 30 minutes,2013,Percent,0.19687,305
Park Slope,Under 30 minutes,2013,Percent,0.23369,306
Sunset Park,Under 30 minutes,2013,Percent,0.26526,307
Crown Heights North,Under 30 minutes,2013,Percent,0.20597,308
Crown Heights South,Under 30 minutes,2013,Percent,0.21683,309
Bay Ridge,Under 30 minutes,2013,Percent,0.27107,310
Bensonhurst,Under 30 minutes,2013,Percent,0.22403,311
Borough Park,Under 30 minutes,2013,Percent,0.42844,312
Coney Island,Under 30 minutes,2013,Percent,0.25087,313
Flatbush/Midwood,Under 30 minutes,2013,Percent,0.31059,314
Sheepshead Bay,Under 30 minutes,2013,Percent,0.28839,315
Brownsville,Under 30 minutes,2013,Percent,0.23375,316
East Flatbush,Under 30 minutes,2013,Percent,0.1768,317
Canarsie,Under 30 minutes,2013,Percent,0.28457,318
Astoria,Under 30 minutes,2013,Percent,0.24857,401
Sunnyside/Woodside,Under 30 minutes,2013,Percent,0.23809,402
Jackson Heights,Under 30 minutes,2013,Percent,0.28529,403
Elmhurst/Corona,Under 30 minutes,2013,Percent,0.26733,404
Ridgewood/Glendale,Under 30 minutes,2013,Percent,0.24623,405
Rego Park/Forest Hills,Under 30 minutes,2013,Percent,0.25507,406
Flushing,Under 30 minutes,2013,Percent,0.31482,407
Fresh Meadows/Briarwood,Under 30 minutes,2013,Percent,0.28274,408
Woodhaven,Under 30 minutes,2013,Percent,0.2226,409
Howard Beach,Under 30 minutes,2013,Percent,0.2642,410
Bayside,Under 30 minutes,2013,Percent,0.34836,411
Jamaica/St. Albans,Under 30 minutes,2013,Percent,0.24581,412
Queens Village,Under 30 minutes,2013,Percent,0.30011,413
The Rockaways,Under 30 minutes,2013,Percent,0.2547,414
St. George,Under 30 minutes,2013,Percent,0.33916,501
South Beach,Under 30 minutes,2013,Percent,0.42532,502
Tottenville,Under 30 minutes,2013,Percent,0.3403,503
Bronx,Under 30 minutes,2013,Percent,0.29329,36005
Brooklyn,Under 30 minutes,2013,Percent,0.26264,36047
Manhattan,Under 30 minutes,2013,Percent,0.46127,36061
Queens,Under 30 minutes,2013,Percent,0.26998,36081
Staten Island,Under 30 minutes,2013,Percent,0.36407,36085
New York City,Under 30 minutes,2013,Percent,0.31823,3651000
Battery Park/Tribeca,An hour or more,2013,Percent,0.0381,101
Greenwich Village,An hour or more,2013,Percent,0.0381,102
Lower East Side,An hour or more,2013,Percent,0.11364,103
Chelsea/Clinton,An hour or more,2013,Percent,0.07335,104
Midtown Business District,An hour or more,2013,Percent,0.07335,105
Murray Hill/Stuyvesant,An hour or more,2013,Percent,0.04153,106
Upper West Side,An hour or more,2013,Percent,0.06839,107
Upper East Side,An hour or more,2013,Percent,0.0542,108
Manhattanville,An hour or more,2013,Percent,0.17138,109
Central Harlem,An hour or more,2013,Percent,0.15445,110
East Harlem,An hour or more,2013,Percent,0.15173,111
Washington Heights,An hour or more,2013,Percent,0.22093,112
Mott Haven,An hour or more,2013,Percent,0.27924,201
Hunts Point,An hour or more,2013,Percent,0.27924,202
Morrisania,An hour or more,2013,Percent,0.33202,203
Concourse/Highbridge,An hour or more,2013,Percent,0.24024,204
University Heights,An hour or more,2013,Percent,0.29392,205
East Tremont,An hour or more,2013,Percent,0.33202,206
Bedford Park,An hour or more,2013,Percent,0.40099,207
Riverdale,An hour or more,2013,Percent,0.32936,208
Unionport/Soundview,An hour or more,2013,Percent,0.36605,209
Throgs Neck,An hour or more,2013,Percent,0.33923,210
Pelham Parkway,An hour or more,2013,Percent,0.3207,211
Williamsbridge,An hour or more,2013,Percent,0.32989,212
Williamsburg/Greenpoint,An hour or more,2013,Percent,0.10107,301
Fort Greene/Brooklyn Hts,An hour or more,2013,Percent,0.10723,302
Bedford Stuyvesant,An hour or more,2013,Percent,0.23742,303
Bushwick,An hour or more,2013,Percent,0.18652,304
East New York,An hour or more,2013,Percent,0.32134,305
Park Slope,An hour or more,2013,Percent,0.10197,306
Sunset Park,An hour or more,2013,Percent,0.26721,307
Crown Heights North,An hour or more,2013,Percent,0.21417,308
Crown Heights South,An hour or more,2013,Percent,0.24648,309
Bay Ridge,An hour or more,2013,Percent,0.35201,310
Bensonhurst,An hour or more,2013,Percent,0.40176,311
Borough Park,An hour or more,2013,Percent,0.24908,312
Coney Island,An hour or more,2013,Percent,0.34439,313
Flatbush/Midwood,An hour or more,2013,Percent,0.25673,314
Sheepshead Bay,An hour or more,2013,Percent,0.31931,315
Brownsville,An hour or more,2013,Percent,0.37847,316
East Flatbush,An hour or more,2013,Percent,0.32713,317
Canarsie,An hour or more,2013,Percent,0.3374,318
Astoria,An hour or more,2013,Percent,0.14125,401
Sunnyside/Woodside,An hour or more,2013,Percent,0.11671,402
Jackson Heights,An hour or more,2013,Percent,0.26155,403
Elmhurst/Corona,An hour or more,2013,Percent,0.24272,404
Ridgewood/Glendale,An hour or more,2013,Percent,0.19486,405
Rego Park/Forest Hills,An hour or more,2013,Percent,0.24339,406
Flushing,An hour or more,2013,Percent,0.33299,407
Fresh Meadows/Briarwood,An hour or more,2013,Percent,0.35989,408
Woodhaven,An hour or more,2013,Percent,0.30312,409
Howard Beach,An hour or more,2013,Percent,0.33377,410
Bayside,An hour or more,2013,Percent,0.29237,411
Jamaica/St. Albans,An hour or more,2013,Percent,0.39181,412
Queens Village,An hour or more,2013,Percent,0.34299,413
The Rockaways,An hour or more,2013,Percent,0.43181,414
St. George,An hour or more,2013,Percent,0.33768,501
South Beach,An hour or more,2013,Percent,0.29356,502
Tottenville,An hour or more,2013,Percent,0.40679,503
Bronx,An hour or more,2013,Percent,0.3247,36005
Brooklyn,An hour or more,2013,Percent,0.26253,36047
Manhattan,An hour or more,2013,Percent,0.09856,36061
Queens,An hour or more,2013,Percent,0.28244,36081
Staten Island,An hour or more,2013,Percent,0.35025,36085
New York City,An hour or more,2013,Percent,0.24592,3651000
Battery Park/Tribeca,30 to 59 minutes,2013,Percent,0.31171,101
Greenwich Village,30 to 59 minutes,2013,Percent,0.31171,102
Lower East Side,30 to 59 minutes,2013,Percent,0.38727,103
Chelsea/Clinton,30 to 59 minutes,2013,Percent,0.28418,104
Midtown Business District,30 to 59 minutes,2013,Percent,0.28418,105
Murray Hill/Stuyvesant,30 to 59 minutes,2013,Percent,0.38983,106
Upper West Side,30 to 59 minutes,2013,Percent,0.53169,107
Upper East Side,30 to 59 minutes,2013,Percent,0.4983,108
Manhattanville,30 to 59 minutes,2013,Percent,0.50677,109
Central Harlem,30 to 59 minutes,2013,Percent,0.51716,110
East Harlem,30 to 59 minutes,2013,Percent,0.5299,111
Washington Heights,30 to 59 minutes,2013,Percent,0.51474,112
Mott Haven,30 to 59 minutes,2013,Percent,0.48151,201
Hunts Point,30 to 59 minutes,2013,Percent,0.48151,202
Morrisania,30 to 59 minutes,2013,Percent,0.36199,203
Concourse/Highbridge,30 to 59 minutes,2013,Percent,0.48332,204
University Heights,30 to 59 minutes,2013,Percent,0.44212,205
East Tremont,30 to 59 minutes,2013,Percent,0.36199,206
Bedford Park,30 to 59 minutes,2013,Percent,0.32964,207
Riverdale,30 to 59 minutes,2013,Percent,0.40462,208
Unionport/Soundview,30 to 59 minutes,2013,Percent,0.33725,209
Throgs Neck,30 to 59 minutes,2013,Percent,0.28332,210
Pelham Parkway,30 to 59 minutes,2013,Percent,0.34299,211
Williamsbridge,30 to 59 minutes,2013,Percent,0.37628,212
Williamsburg/Greenpoint,30 to 59 minutes,2013,Percent,0.58662,301
Fort Greene/Brooklyn Hts,30 to 59 minutes,2013,Percent,0.55469,302
Bedford Stuyvesant,30 to 59 minutes,2013,Percent,0.48686,303
Bushwick,30 to 59 minutes,2013,Percent,0.62651,304
East New York,30 to 59 minutes,2013,Percent,0.48179,305
Park Slope,30 to 59 minutes,2013,Percent,0.66434,306
Sunset Park,30 to 59 minutes,2013,Percent,0.46752,307
Crown Heights North,30 to 59 minutes,2013,Percent,0.57985,308
Crown Heights South,30 to 59 minutes,2013,Percent,0.53669,309
Bay Ridge,30 to 59 minutes,2013,Percent,0.37692,310
Bensonhurst,30 to 59 minutes,2013,Percent,0.37421,311
Borough Park,30 to 59 minutes,2013,Percent,0.32248,312
Coney Island,30 to 59 minutes,2013,Percent,0.40474,313
Flatbush/Midwood,30 to 59 minutes,2013,Percent,0.43268,314
Sheepshead Bay,30 to 59 minutes,2013,Percent,0.3923,315
Brownsville,30 to 59 minutes,2013,Percent,0.38778,316
East Flatbush,30 to 59 minutes,2013,Percent,0.49607,317
Canarsie,30 to 59 minutes,2013,Percent,0.37803,318
Astoria,30 to 59 minutes,2013,Percent,0.61018,401
Sunnyside/Woodside,30 to 59 minutes,2013,Percent,0.6452,402
Jackson Heights,30 to 59 minutes,2013,Percent,0.45316,403
Elmhurst/Corona,30 to 59 minutes,2013,Percent,0.48995,404
Ridgewood/Glendale,30 to 59 minutes,2013,Percent,0.55891,405
Rego Park/Forest Hills,30 to 59 minutes,2013,Percent,0.50153,406
Flushing,30 to 59 minutes,2013,Percent,0.35219,407
Fresh Meadows/Briarwood,30 to 59 minutes,2013,Percent,0.35738,408
Woodhaven,30 to 59 minutes,2013,Percent,0.47427,409
Howard Beach,30 to 59 minutes,2013,Percent,0.40203,410
Bayside,30 to 59 minutes,2013,Percent,0.35927,411
Jamaica/St. Albans,30 to 59 minutes,2013,Percent,0.36238,412
Queens Village,30 to 59 minutes,2013,Percent,0.3569,413
The Rockaways,30 to 59 minutes,2013,Percent,0.31349,414
St. George,30 to 59 minutes,2013,Percent,0.32316,501
South Beach,30 to 59 minutes,2013,Percent,0.28112,502
Tottenville,30 to 59 minutes,2013,Percent,0.25291,503
Bronx,30 to 59 minutes,2013,Percent,0.38201,36005
Brooklyn,30 to 59 minutes,2013,Percent,0.47484,36047
Manhattan,30 to 59 minutes,2013,Percent,0.44017,36061
Queens,30 to 59 minutes,2013,Percent,0.44758,36081
Staten Island,30 to 59 minutes,2013,Percent,0.28569,36085
New York City,30 to 59 minutes,2013,Percent,0.43586,3651000
Battery Park/Tribeca,Under 30 minutes,2014,Percent,0.58618,101
Greenwich Village,Under 30 minutes,2014,Percent,0.58618,102
Lower East Side,Under 30 minutes,2014,Percent,0.5188,103
Chelsea/Clinton,Under 30 minutes,2014,Percent,0.57282,104
Midtown Business District,Under 30 minutes,2014,Percent,0.57282,105
Murray Hill/Stuyvesant,Under 30 minutes,2014,Percent,0.56851,106
Upper West Side,Under 30 minutes,2014,Percent,0.42099,107
Upper East Side,Under 30 minutes,2014,Percent,0.40981,108
Manhattanville,Under 30 minutes,2014,Percent,0.34101,109
Central Harlem,Under 30 minutes,2014,Percent,0.30458,110
East Harlem,Under 30 minutes,2014,Percent,0.36113,111
Washington Heights,Under 30 minutes,2014,Percent,0.26327,112
Mott Haven,Under 30 minutes,2014,Percent,0.23775,201
Hunts Point,Under 30 minutes,2014,Percent,0.23775,202
Morrisania,Under 30 minutes,2014,Percent,0.22584,203
Concourse/Highbridge,Under 30 minutes,2014,Percent,0.29109,204
University Heights,Under 30 minutes,2014,Percent,0.2782,205
East Tremont,Under 30 minutes,2014,Percent,0.22584,206
Bedford Park,Under 30 minutes,2014,Percent,0.23851,207
Riverdale,Under 30 minutes,2014,Percent,0.26977,208
Unionport/Soundview,Under 30 minutes,2014,Percent,0.22199,209
Throgs Neck,Under 30 minutes,2014,Percent,0.3093,210
Pelham Parkway,Under 30 minutes,2014,Percent,0.32999,211
Williamsbridge,Under 30 minutes,2014,Percent,0.31599,212
Williamsburg/Greenpoint,Under 30 minutes,2014,Percent,0.28806,301
Fort Greene/Brooklyn Hts,Under 30 minutes,2014,Percent,0.30144,302
Bedford Stuyvesant,Under 30 minutes,2014,Percent,0.21356,303
Bushwick,Under 30 minutes,2014,Percent,0.22231,304
East New York,Under 30 minutes,2014,Percent,0.13983,305
Park Slope,Under 30 minutes,2014,Percent,0.24047,306
Sunset Park,Under 30 minutes,2014,Percent,0.24269,307
Crown Heights North,Under 30 minutes,2014,Percent,0.24537,308
Crown Heights South,Under 30 minutes,2014,Percent,0.21924,309
Bay Ridge,Under 30 minutes,2014,Percent,0.28697,310
Bensonhurst,Under 30 minutes,2014,Percent,0.24258,311
Borough Park,Under 30 minutes,2014,Percent,0.4006,312
Coney Island,Under 30 minutes,2014,Percent,0.31846,313
Flatbush/Midwood,Under 30 minutes,2014,Percent,0.26035,314
Sheepshead Bay,Under 30 minutes,2014,Percent,0.27443,315
Brownsville,Under 30 minutes,2014,Percent,0.18862,316
East Flatbush,Under 30 minutes,2014,Percent,0.18229,317
Canarsie,Under 30 minutes,2014,Percent,0.26999,318
Astoria,Under 30 minutes,2014,Percent,0.27164,401
Sunnyside/Woodside,Under 30 minutes,2014,Percent,0.26366,402
Jackson Heights,Under 30 minutes,2014,Percent,0.24417,403
Elmhurst/Corona,Under 30 minutes,2014,Percent,0.21352,404
Ridgewood/Glendale,Under 30 minutes,2014,Percent,0.20736,405
Rego Park/Forest Hills,Under 30 minutes,2014,Percent,0.22285,406
Flushing,Under 30 minutes,2014,Percent,0.34924,407
Fresh Meadows/Briarwood,Under 30 minutes,2014,Percent,0.31334,408
Woodhaven,Under 30 minutes,2014,Percent,0.22391,409
Howard Beach,Under 30 minutes,2014,Percent,0.27551,410
Bayside,Under 30 minutes,2014,Percent,0.31195,411
Jamaica/St. Albans,Under 30 minutes,2014,Percent,0.20806,412
Queens Village,Under 30 minutes,2014,Percent,0.2701,413
The Rockaways,Under 30 minutes,2014,Percent,0.26915,414
St. George,Under 30 minutes,2014,Percent,0.42323,501
South Beach,Under 30 minutes,2014,Percent,0.35037,502
Tottenville,Under 30 minutes,2014,Percent,0.36885,503
Bronx,Under 30 minutes,2014,Percent,0.27033,36005
