248,132,511
208,138,975
37,132,7129
139,132,4197
257,138,1492
47,132,373
231,138,9807
150,1,1
173,132,1269
83,132,1158
87,132,13502
82,132,5033
98,132,2156
131,138,1121
8,138,69
189,132,6466
134,132,4213
22,138,233
36,132,4705
137,132,5700
260,132,3208
52,132,2583
138,138,17455
235,132,795
132,1,10
113,138,8227
158,138,4036
60,138,266
224,132,4602
38,132,4154
149,138,246
195,132,1295
261,132,8998
66,138,2174
198,138,2307
234,138,10961
91,132,3508
137,138,5385
142,138,15087
40,132,4114
101,132,1389
101,138,495
128,138,103
230,138,59762
50,138,5488
227,138,528
192,138,543
142,1,2
265,132,63135
1,132,1830
150,132,1148
264,1,121
38,138,458
204,132,48
71,138,561
147,132,351
264,132,3003
176,138,16
139,138,316
116,138,3454
193,132,1154
36,138,2432
25,138,6072
221,132,262
2,132,45
220,138,1385
78,132,519
85,132,1705
124,132,5170
102,132,2458
15,138,1189
67,132,1205
224,138,3320
144,138,4945
232,138,3294
161,138,35573
200,132,1739
177,132,2845
186,132,15154
177,138,718
210,132,2344
130,138,2356
235,138,450
207,138,138
30,138,17
71,132,2584
13,132,7728
223,138,6817
245,138,17
129,132,6718
88,138,3559
249,132,8568
196,132,3337
23,138,45
246,132,7469
121,132,2292
32,138,360
138,132,20344
165,132,2980
58,132,272
202,132,2162
249,138,5991
43,132,4863
265,1,128
78,138,400
54,138,591
123,138,242
46,138,160
178,138,212
41,132,7443
166,132,6992
81,138,391
211,132,6519
107,138,12369
179,132,3467
156,138,18
216,132,21203
48,138,20608
82,138,2168
34,132,239
244,138,3935
183,132,351
41,138,7207
33,132,8357
215,138,569
152,132,1429
212,138,410
42,138,5401
228,138,1225
174,132,640
227,132,1353
80,138,4765
179,138,3634
154,138,18
107,132,14183
7,138,8998
182,132,785
251,132,169
68,138,17265
130,132,9116
123,132,2092
87,138,10127
44,138,2
48,1,8
170,138,23151
89,132,7805
259,138,467
181,132,14765
203,132,4662
133,132,2004
74,132,3984
233,132,14757
255,132,13583
225,132,6688
91,138,503
166,138,5228
226,138,4396
47,138,296
210,138,240
72,132,3576
62,132,4216
186,1,2
234,132,12908
25,132,9181
11,132,812
92,132,6121
237,132,14195
61,132,13274
160,132,2975
27,138,44
14,132,5122
231,132,14527
11,138,87
81,132,705
211,1,1
95,132,12905
48,132,35980
66,132,3238
134,138,1293
240,138,71
172,132,143
45,138,1436
157,132,3389
53,132,1329
12,132,66
153,138,116
257,132,2784
167,138,478
120,132,150
31,132,100
171,138,1494
65,138,5380
162,1,2
29,138,163
226,132,5539
168,132,1533
251,138,21
4,132,3200
155,132,4244
149,132,1948
117,132,1427
222,132,1274
186,138,11393
108,132,873
21,132,1272
153,132,175
5,138,5
216,138,1438
254,132,1033
85,138,547
233,138,15480
142,132,16528
69,132,1406
212,132,545
253,138,73
99,132,1
143,132,9698
196,138,1379
152,138,1105
67,138,261
55,138,179
122,138,327
131,132,2921
215,132,5804
133,138,822
162,138,26857
243,138,3735
223,132,5622
120,138,110
144,132,7997
243,132,4480
213,132,1102
246,138,5612
194,132,186
24,132,2921
190,138,281
20,132,489
184,138,40
114,138,3670
193,138,1252
73,138,499
241,132,1027
51,132,1225
219,138,436
107,1,2
151,1,2
143,1,1
263,1,1
144,1,2
170,1,1
119,1,1
209,1,3
65,1,1
228,1,2
50,1,1
239,1,1
244,1,1
43,1,2
113,1,2
68,1,2
187,1,1
236,1,1
25,1,1
262,1,1
92,1,1
100,1,4
231,1,2
116,1,1
254,1,1
164,1,2
2,138,1
75,1,1
